Question,Answer,Role,Topic,Difficulty,Seniority,Stage,Source,Question_Type,Competency_Area,Adaptive_Level,Is_Final_Question,Embedding_Text
Bagaimana Anda tetap termotivasi selama tugas yang berulang?,Saya termotivasi oleh tantangan dan peluang untuk berkembang baik secara pribadi maupun profesional. Bagaimana Anda tetap termotivasi selama tugas yang berulang?,DevOps Engineer,Motivation,Easy,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,1,False,Role: DevOps Engineer. Stage: Opening. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: How do you stay motivated during repetitive tasks?. Ideal Answer: I'm motivated by challenges and the opportunity to grow both personally and professionally. How do you stay motivated during repetitive tasks?
Bagaimana Anda berkontribusi pada lingkungan tim yang positif?,Saya berkembang dalam lingkungan yang kolaboratif dan transparan yang menghargai inovasi dan rasa hormat. Bagaimana Anda berkontribusi pada lingkungan tim yang positif?,DevOps Engineer,Culture Fit,Easy,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,1,False,"Role: DevOps Engineer. Stage: Case Study. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: How do you contribute to a positive team environment?. Ideal Answer: I thrive in collaborative, transparent environments where innovation and respect are valued. How do you contribute to a positive team environment?"
Peluang pertumbuhan seperti apa yang Anda cari?,Tujuan jangka panjang saya adalah untuk tumbuh menjadi senior dimana saya dapat berkontribusi lebih strategis dan membimbing orang lain. Peran ini membawa saya lebih dekat pada hal itu. Peluang pertumbuhan seperti apa yang Anda cari?,DevOps Engineer,Career Goals,Easy,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,1,False,Role: DevOps Engineer. Stage: Case Study. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: What kind of growth opportunities are you looking for?. Ideal Answer: My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. What kind of growth opportunities are you looking for?
Bagaimana reaksi Anda terhadap perubahan prioritas yang tiba-tiba?,"Saya selalu bersemangat untuk belajar dan menerima perubahan sebagai cara untuk menjadi lebih baik. Misalnya, saya pernah harus beralih ke tumpukan teknologi baru dan mengambilnya dengan cepat. Bagaimana reaksi Anda terhadap perubahan prioritas yang tiba-tiba?",DevOps Engineer,Adaptability,Medium,Intermediate,Opening,HR_Dataset,Technical Knowledge,Frontend,2,False,"Role: DevOps Engineer. Stage: Opening. Level: 2. Type: Technical Knowledge. Competency: Frontend. Question: How do you react to sudden changes in priorities?. Ideal Answer: I'm always eager to learn and embrace change as a way to improve. For example, I once had to switch to a new tech stack and picked it up quickly. How do you react to sudden changes in priorities?"
Apakah Anda lebih suka bekerja mandiri atau dalam tim? Mengapa?,Saya mengikuti alur kerja terstruktur dan menggunakan alat seperti Jira/Trello/Notion untuk mengelola tugas saya secara efisien. Apakah Anda lebih suka bekerja mandiri atau dalam tim? Mengapa?,DevOps Engineer,Work Style,Hard,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,3,False,Role: DevOps Engineer. Stage: Case Study. Level: 3. Type: Technical Knowledge. Competency: General Engineering. Question: Do you prefer working independently or in teams? Why?. Ideal Answer: I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. Do you prefer working independently or in teams? Why?
Bagaimana Anda membangun kepercayaan dengan rekan satu tim baru?,"Saya percaya komunikasi dan saling menghormati adalah kunci keberhasilan kolaborasi. Dalam satu proyek, kami mencapai X karena kerja tim yang hebat. Bagaimana Anda membangun kepercayaan dengan rekan satu tim baru?",DevOps Engineer,Team Collaboration,Medium,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,2,False,"Role: DevOps Engineer. Stage: Opening. Level: 2. Type: Technical Knowledge. Competency: General Engineering. Question: How do you build trust with new teammates?. Ideal Answer: I believe communication and mutual respect are key to successful collaboration. In one project, we achieved X because of great teamwork. How do you build trust with new teammates?"
Ceritakan pada saya saat Anda sangat termotivasi untuk mencapai suatu tujuan.,Saya termotivasi oleh tantangan dan peluang untuk berkembang baik secara pribadi maupun profesional. Ceritakan pada saya saat Anda sangat termotivasi untuk mencapai suatu tujuan.,DevOps Engineer,Motivation,Easy,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,1,False,Role: DevOps Engineer. Stage: Case Study. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: Tell me about a time you were highly motivated to achieve a goal.. Ideal Answer: I'm motivated by challenges and the opportunity to grow both personally and professionally. Tell me about a time you were highly motivated to achieve a goal.
Jelaskan hari kerja ideal Anda.,Saya mengikuti alur kerja terstruktur dan menggunakan alat seperti Jira/Trello/Notion untuk mengelola tugas saya secara efisien. Jelaskan hari kerja ideal Anda.,DevOps Engineer,Work Style,Easy,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,1,False,Role: DevOps Engineer. Stage: Opening. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: Describe your ideal workday.. Ideal Answer: I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. Describe your ideal workday.
Bagaimana Anda mengatur dan memprioritaskan tugas harian Anda?,Saya mengikuti alur kerja terstruktur dan menggunakan alat seperti Jira/Trello/Notion untuk mengelola tugas saya secara efisien. Bagaimana Anda mengatur dan memprioritaskan tugas harian Anda?,DevOps Engineer,Work Style,Hard,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,3,False,Role: DevOps Engineer. Stage: Case Study. Level: 3. Type: Technical Knowledge. Competency: General Engineering. Question: How do you organize and prioritize your daily tasks?. Ideal Answer: I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. How do you organize and prioritize your daily tasks?
Bagaimana peran ini sesuai dengan jalur karier Anda?,Tujuan jangka panjang saya adalah untuk tumbuh menjadi senior dimana saya dapat berkontribusi lebih strategis dan membimbing orang lain. Peran ini membawa saya lebih dekat pada hal itu. Bagaimana peran ini sesuai dengan jalur karier Anda?,DevOps Engineer,Career Goals,Easy,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,1,False,Role: DevOps Engineer. Stage: Case Study. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: How does this role fit into your career path?. Ideal Answer: My long-term goal is to grow into a senior role where I can contribute more strategically and mentor others. This role brings me closer to that. How does this role fit into your career path?
Bagaimana Anda mendelegasikan tugas secara efektif?,"Saya memimpin dengan memberi contoh dan mendorong komunikasi terbuka dan akuntabilitas. Suatu kali, saya memimpin tim melalui X dan kami mencapai Y. Bagaimana Anda mendelegasikan tugas secara efektif?",DevOps Engineer,Leadership,Easy,Intermediate,Case Study,HR_Dataset,Leadership,General Engineering,1,False,"Role: DevOps Engineer. Stage: Case Study. Level: 1. Type: Leadership. Competency: General Engineering. Question: How do you delegate tasks effectively?. Ideal Answer: I lead by example and encourage open communication and accountability. One time, I led a team through X and we achieved Y. How do you delegate tasks effectively?"
Ceritakan tentang konflik yang Anda alami dengan rekan kerja dan cara Anda menyelesaikannya.,"Saat menghadapi konflik, saya mendekatinya dengan tenang dan mencoba memahami semua sudut pandang sebelum mencari solusi bersama. Ceritakan tentang konflik yang Anda alami dengan rekan kerja dan cara Anda menyelesaikannya.",DevOps Engineer,Conflict Resolution,Medium,Intermediate,Opening,HR_Dataset,Problem Solving,General Engineering,2,False,"Role: DevOps Engineer. Stage: Opening. Level: 2. Type: Problem Solving. Competency: General Engineering. Question: Tell me about a conflict you had with a coworker and how you resolved it.. Ideal Answer: When faced with conflict, I approach it calmly and try to understand all perspectives before finding a solution together. Tell me about a conflict you had with a coworker and how you resolved it."
Alat atau metode apa yang membantu Anda tetap teratur?,Saya mengikuti alur kerja terstruktur dan menggunakan alat seperti Jira/Trello/Notion untuk mengelola tugas saya secara efisien. Alat atau metode apa yang membantu Anda tetap teratur?,DevOps Engineer,Work Style,Easy,Intermediate,Case Study,HR_Dataset,Technical Knowledge,General Engineering,1,False,Role: DevOps Engineer. Stage: Case Study. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: What tools or methods help you stay organized?. Ideal Answer: I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. What tools or methods help you stay organized?
Jelaskan saat Anda merasa tidak pada tempatnya dalam budaya tempat kerja.,Saya berkembang dalam lingkungan yang kolaboratif dan transparan yang menghargai inovasi dan rasa hormat. Jelaskan saat Anda merasa tidak pada tempatnya dalam budaya tempat kerja.,DevOps Engineer,Culture Fit,Easy,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,1,False,"Role: DevOps Engineer. Stage: Opening. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: Describe a time you felt out of place in a workplace culture.. Ideal Answer: I thrive in collaborative, transparent environments where innovation and respect are valued. Describe a time you felt out of place in a workplace culture."
Bagaimana Anda memastikan produktivitas saat bekerja jarak jauh?,Saya mengikuti alur kerja terstruktur dan menggunakan alat seperti Jira/Trello/Notion untuk mengelola tugas saya secara efisien. Bagaimana Anda memastikan produktivitas saat bekerja jarak jauh?,DevOps Engineer,Work Style,Hard,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,3,False,Role: DevOps Engineer. Stage: Opening. Level: 3. Type: Technical Knowledge. Competency: General Engineering. Question: How do you ensure productivity when working remotely?. Ideal Answer: I follow a structured workflow and use tools like Jira/Trello/Notion to manage my tasks efficiently. How do you ensure productivity when working remotely?
Bagaimana Anda menyelaraskan dengan nilai-nilai perusahaan kita?,Saya berkembang dalam lingkungan yang kolaboratif dan transparan yang menghargai inovasi dan rasa hormat. Bagaimana Anda menyelaraskan dengan nilai-nilai perusahaan kita?,DevOps Engineer,Culture Fit,Easy,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,1,False,"Role: DevOps Engineer. Stage: Opening. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: How do you align with our company values?. Ideal Answer: I thrive in collaborative, transparent environments where innovation and respect are valued. How do you align with our company values?"
Jenis budaya perusahaan apa yang Anda kembangkan?,Saya berkembang dalam lingkungan yang kolaboratif dan transparan yang menghargai inovasi dan rasa hormat. Jenis budaya perusahaan apa yang Anda kembangkan?,DevOps Engineer,Culture Fit,Easy,Intermediate,Opening,HR_Dataset,Technical Knowledge,General Engineering,1,False,"Role: DevOps Engineer. Stage: Opening. Level: 1. Type: Technical Knowledge. Competency: General Engineering. Question: What type of company culture do you thrive in?. Ideal Answer: I thrive in collaborative, transparent environments where innovation and respect are valued. What type of company culture do you thrive in?"
